Date,Revenue,COGS,Operating_Expenses,Interest_Expense,Taxes,Gross_Profit,Operating_Income,Net_Income,EBITDA
2029-02-22,47957,89305,14075,10810,1554,-41348,-55423,-67787,-30538
2029-02-23,661160,275059,191676,14114,5623,386101,194425,174688,400215
2029-02-24,503838,82997,124867,1182,6213,420841,295974,288579,422023
2029-02-25,285076,234941,170427,7469,25723,50135,-120292,-153484,57604
2029-02-26,227858,140996,71609,9808,27919,86862,15253,-22474,96670
2029-02-27,148213,348989,174990,6754,20126,-200776,-375766,-402646,-194022
2029-02-28,758563,384975,123135,6739,19996,373588,250453,223718,380327
2029-03-01,107378,299436,158300,15919,3698,-192058,-350358,-369975,-176139
2029-03-02,564611,64009,94091,1949,25773,500602,406511,378789,502551
2029-03-03,476568,171065,20510,19901,19083,305503,284993,246009,325404
2029-03-04,734435,75609,106777,19790,28570,658826,552049,503689,678616
2029-03-05,450975,68766,9998,14574,3344,382209,372211,354293,396783
2029-03-06,657512,163803,147789,1421,4881,493709,345920,339618,495130
2029-03-07,214644,38563,102534,14257,17515,176081,73547,41775,190338
2029-03-08,27621,393626,143634,13217,20611,-366005,-509639,-543467,-352788
2029-03-09,355741,180420,136421,14818,3153,175321,38900,20929,190139
2029-03-10,665048,55824,8536,18552,12749,609224,600688,569387,627776
2029-03-11,375323,218948,189842,13042,22235,156375,-33467,-68744,169417
2029-03-12,406885,154389,86599,18057,11907,252496,165897,135933,270553
2029-03-13,465875,315287,179571,15789,7180,150588,-28983,-51952,166377
2029-03-14,598031,268199,142477,17610,21662,329832,187355,148083,347442
2029-03-15,248909,298179,84116,16796,14964,-49270,-133386,-165146,-32474
2029-03-16,46679,268427,71163,13225,24724,-221748,-292911,-330860,-208523
2029-03-17,677557,233632,174360,8541,17990,443925,269565,243034,452466
2029-03-18,144853,246025,158133,16986,12324,-101172,-259305,-288615,-84186
2029-03-19,40255,143502,191096,6587,27718,-103247,-294343,-328648,-96660
2029-03-20,66685,361873,81185,3913,13603,-295188,-376373,-393889,-291275
2029-03-21,132983,156118,19921,18395,22716,-23135,-43056,-84167,-4740
2029-03-22,646861,261002,71351,13824,2437,385859,314508,298247,399683
2029-03-23,545302,238006,8570,702,6077,307296,298726,291947,307998
2029-03-24,737502,93456,77934,1694,7691,644046,566112,556727,645740
2029-03-25,51690,135697,182493,19215,11458,-84007,-266500,-297173,-64792
2029-03-26,683920,308388,27644,14542,12938,375532,347888,320408,390074
2029-03-27,60308,159590,53987,2139,19269,-99282,-153269,-174677,-97143
2029-03-28,475607,146805,156652,12427,4423,328802,172150,155300,341229
2029-03-29,522314,206817,117976,17045,24360,315497,197521,156116,332542
2029-03-30,301597,220027,114023,5252,7837,81570,-32453,-45542,86822
2029-03-31,318954,159839,182054,10343,23506,159115,-22939,-56788,169458
2029-04-01,22723,229707,140910,7342,8157,-206984,-347894,-363393,-199642
2029-04-02,292277,18287,147533,1424,1150,273990,126457,123883,275414
2029-04-03,490738,28876,180436,5611,26639,461862,281426,249176,467473
2029-04-04,458855,383052,78443,7369,26456,75803,-2640,-36465,83172
2029-04-05,514423,344787,100804,4069,14430,169636,68832,50333,173705
2029-04-06,85449,316711,110055,4911,25839,-231262,-341317,-372067,-226351
2029-04-07,482585,386011,168711,10915,15198,96574,-72137,-98250,107489
2029-04-08,728540,303956,104928,12759,1555,424584,319656,305342,437343
2029-04-09,752529,147885,124792,15826,29156,604644,479852,434870,620470
2029-04-10,281564,317754,45378,16519,17291,-36190,-81568,-115378,-19671
2029-04-11,341076,202956,92279,17534,9378,138120,45841,18929,155654
2029-04-12,189170,187289,154918,4667,21248,1881,-153037,-178952,6548
2029-04-13,171771,353949,172374,4989,1622,-182178,-354552,-361163,-177189
2029-04-14,699282,325947,27400,2050,4203,373335,345935,339682,375385
2029-04-15,790385,349026,96815,17239,16201,441359,344544,311104,458598
2029-04-16,791609,337548,178573,2524,2048,454061,275488,270916,456585
2029-04-17,169483,329648,16714,11748,21602,-160165,-176879,-210229,-148417
2029-04-18,734416,193492,105188,1400,25700,540924,435736,408636,542324
2029-04-19,599219,327410,43915,4305,12979,271809,227894,210610,276114
2029-04-20,707111,227198,142607,8189,23985,479913,337306,305132,488102
2029-04-21,747568,219170,23215,1575,7860,528398,505183,495748,529973
2029-04-22,725344,359404,146869,835,11875,365940,219071,206361,366775
2029-04-23,760148,257829,171420,1537,22174,502319,330899,307188,503856
2029-04-24,414684,292812,191164,15381,15112,121872,-69292,-99785,137253
2029-04-25,109233,328662,172120,14284,27370,-219429,-391549,-433203,-205145
2029-04-26,232285,387110,50758,7401,12073,-154825,-205583,-225057,-147424
2029-04-27,674987,231279,69534,6345,8483,443708,374174,359346,450053
2029-04-28,191378,315518,155452,4495,22719,-124140,-279592,-306806,-119645
2029-04-29,90764,244348,127932,19899,20322,-153584,-281516,-321737,-133685
2029-04-30,103737,282297,111903,8221,20966,-178560,-290463,-319650,-170339
2029-05-01,592403,311695,72099,13063,22410,280708,208609,173136,293771
2029-05-02,796592,50787,51635,11866,4923,745805,694170,677381,757671
2029-05-03,210890,268157,109677,17922,27155,-57267,-166944,-212021,-39345
2029-05-04,398247,211445,57121,11090,13536,186802,129681,105055,197892
2029-05-05,536714,330613,83232,1440,24079,206101,122869,97350,207541
2029-05-06,601100,14648,103804,9184,6406,586452,482648,467058,595636
2029-05-07,277781,172416,59307,10178,11741,105365,46058,24139,115543
2029-05-08,747945,129980,173285,10079,16562,617965,444680,418039,628044
2029-05-09,433015,16517,20931,15850,2438,416498,395567,377279,432348
2029-05-10,473243,177765,85576,2499,16570,295478,209902,190833,297977
2029-05-11,580580,380528,77815,4008,22894,200052,122237,95335,204060
2029-05-12,398433,219640,88416,9435,1217,178793,90377,79725,188228
2029-05-13,203494,26207,13609,19490,1411,177287,163678,142777,196777
2029-05-14,426696,188119,114182,7687,15163,238577,124395,101545,246264
2029-05-15,20944,130288,164352,11120,13267,-109344,-273696,-298083,-98224
2029-05-16,178394,69940,118343,18627,18441,108454,-9889,-46957,127081
2029-05-17,427311,215907,131142,10568,16352,211404,80262,53342,221972
2029-05-18,328035,391227,110109,9738,23736,-63192,-173301,-206775,-53454
2029-05-19,48265,75027,97708,8813,8829,-26762,-124470,-142112,-17949
2029-05-20,423485,237986,24149,10754,10350,185499,161350,140246,196253
2029-05-21,401427,395385,79812,6737,5546,6042,-73770,-86053,12779
2029-05-22,115481,53681,16576,8870,26947,61800,45224,9407,70670
2029-05-23,147690,223356,53534,7081,1411,-75666,-129200,-137692,-68585
2029-05-24,602829,96046,10824,11484,16099,506783,495959,468376,518267
2029-05-25,673798,327809,181640,4422,14898,345989,164349,145029,350411
2029-05-26,566815,244252,138582,4028,29774,322563,183981,150179,326591
2029-05-27,64641,150619,158817,10127,16164,-85978,-244795,-271086,-75851
2029-05-28,212719,175994,37900,898,14082,36725,-1175,-16155,37623
2029-05-29,478132,52926,84089,7255,6811,425206,341117,327051,432461
2029-05-30,601364,397030,160602,9237,21338,204334,43732,13157,213571
2029-05-31,341016,153080,115875,2975,12068,187936,72061,57018,190911
2029-06-01,242072,240995,81140,6017,11056,1077,-80063,-97136,7094
2029-06-02,152054,279293,145912,10366,1797,-127239,-273151,-285314,-116873
2029-06-03,177489,105036,32796,1329,21230,72453,39657,17098,73782
2029-06-04,243418,385251,154260,9304,15410,-141833,-296093,-320807,-132529
2029-06-05,627630,177609,177719,13881,28325,450021,272302,230096,463902
2029-06-06,523710,52994,18280,17123,20759,470716,452436,414554,487839
2029-06-07,131847,150835,116784,1730,6876,-18988,-135772,-144378,-17258
2029-06-08,376889,207629,34167,11323,4843,169260,135093,118927,180583
2029-06-09,231295,367645,22863,2763,22304,-136350,-159213,-184280,-133587
2029-06-10,301597,217505,33697,16172,1537,84092,50395,32686,100264
2029-06-11,298262,71960,135808,17919,9210,226302,90494,63365,244221
2029-06-12,181015,203974,189111,16593,15761,-22959,-212070,-244424,-6366
2029-06-13,311378,302462,151874,3655,16550,8916,-142958,-163163,12571
2029-06-14,538669,372735,158323,14658,14641,165934,7611,-21688,180592
2029-06-15,411290,268511,98493,7459,11797,142779,44286,25030,150238
2029-06-16,243975,21789,169255,15380,19896,222186,52931,17655,237566
2029-06-17,757212,112905,16143,11304,5497,644307,628164,611363,655611
2029-06-18,142624,118450,112678,16010,25826,24174,-88504,-130340,40184
2029-06-19,389581,229469,42882,1501,22593,160112,117230,93136,161613
2029-06-20,684547,328453,58641,11635,22405,356094,297453,263413,367729
2029-06-21,513651,60291,89282,14129,26325,453360,364078,323624,467489
2029-06-22,210859,60696,21685,3864,23700,150163,128478,100914,154027
2029-06-23,185682,127859,72029,4159,29861,57823,-14206,-48226,61982
2029-06-24,332668,343589,66629,16027,24878,-10921,-77550,-118455,5106
2029-06-25,462620,222305,50191,18458,8895,240315,190124,162771,258773
2029-06-26,207206,147657,169589,16218,8951,59549,-110040,-135209,75767
2029-06-27,345479,101751,73979,11154,20272,243728,169749,138323,254882
2029-06-28,533617,281399,31839,18480,24172,252218,220379,177727,270698
2029-06-29,458043,352980,102867,19255,26023,105063,2196,-43082,124318
2029-06-30,678067,277618,194750,18832,29024,400449,205699,157843,419281
2029-07-01,493241,90372,152290,14624,16011,402869,250579,219944,417493
2029-07-02,793538,47295,88837,8358,21540,746243,657406,627508,754601
2029-07-03,99065,234110,35831,4382,8789,-135045,-170876,-184047,-130663
2029-07-04,171030,165640,156251,7608,28746,5390,-150861,-187215,12998
2029-07-05,454856,114096,163540,19570,28307,340760,177220,129343,360330
2029-07-06,537340,214763,164862,6176,15276,322577,157715,136263,328753
2029-07-07,575662,327212,8806,13401,22185,248450,239644,204058,261851
2029-07-08,522063,237789,187095,8573,6712,284274,97179,81894,292847
2029-07-09,591945,114643,180293,19509,26966,477302,297009,250534,496811
2029-07-10,461971,162512,44577,19294,8876,299459,254882,226712,318753
2029-07-11,547960,136495,164069,12389,17753,411465,247396,217254,423854
2029-07-12,94580,125644,115498,764,4749,-31064,-146562,-152075,-30300
2029-07-13,240166,234305,194293,5767,7188,5861,-188432,-201387,11628
2029-07-14,180349,363196,117084,4033,24016,-182847,-299931,-327980,-178814
2029-07-15,68244,213011,40881,7085,20696,-144767,-185648,-213429,-137682
2029-07-16,664292,281625,88290,6553,10635,382667,294377,277189,389220
2029-07-17,377807,74838,128334,4897,1604,302969,174635,168134,307866
2029-07-18,266725,118952,80372,17681,27798,147773,67401,21922,165454
2029-07-19,588265,231830,148987,14980,8003,356435,207448,184465,371415
2029-07-20,66309,49222,135425,8546,12698,17087,-118338,-139582,25633
2029-07-21,558301,299387,20525,16154,24714,258914,238389,197521,275068
2029-07-22,641496,363585,137729,6373,22195,277911,140182,111614,284284
2029-07-23,290421,397705,183844,8174,17824,-107284,-291128,-317126,-99110
2029-07-24,38357,96853,67420,802,28970,-58496,-125916,-155688,-57694
2029-07-25,589395,307543,89661,18416,11621,281852,192191,162154,300268
2029-07-26,342512,273648,196017,6621,12455,68864,-127153,-146229,75485
2029-07-27,746583,163149,16763,15350,12366,583434,566671,538955,598784
2029-07-28,305660,311142,66204,14803,12962,-5482,-71686,-99451,9321
2029-07-29,528870,91142,26670,9598,5417,437728,411058,396043,447326
2029-07-30,117168,228325,129008,3332,7292,-111157,-240165,-250789,-107825
2029-07-31,118184,392126,145564,8903,12539,-273942,-419506,-440948,-265039
2029-08-01,683742,182044,67661,819,27063,501698,434037,406155,502517
2029-08-02,564731,208320,189736,3835,11538,356411,166675,151302,360246
2029-08-03,389791,332764,36717,10166,16477,57027,20310,-6333,67193
2029-08-04,509823,200658,44212,16364,11584,309165,264953,237005,325529
2029-08-05,551134,98985,176889,13017,25178,452149,275260,237065,465166
2029-08-06,342372,285578,100519,17654,13025,56794,-43725,-74404,74448
2029-08-07,390612,373910,14706,12575,14802,16702,1996,-25381,29277
2029-08-08,170068,103978,87364,14276,22570,66090,-21274,-58120,80366
2029-08-09,725127,186919,75142,1321,2120,538208,463066,459625,539529
2029-08-10,249819,187704,153179,6332,4897,62115,-91064,-102293,68447
2029-08-11,699210,358952,5380,2297,9588,340258,334878,322993,342555
2029-08-12,396324,69361,18490,1823,27820,326963,308473,278830,328786
2029-08-13,547714,96151,151089,19712,16173,451563,300474,264589,471275
2029-08-14,778321,98027,183430,7268,9547,680294,496864,480049,687562
2029-08-15,647046,147848,15294,19960,25456,499198,483904,438488,519158
2029-08-16,283337,72705,194517,15835,29315,210632,16115,-29035,226467
2029-08-17,352119,260487,123136,3813,1487,91632,-31504,-36804,95445
2029-08-18,506992,224811,74785,6487,20267,282181,207396,180642,288668
2029-08-19,753747,298375,135672,11236,15384,455372,319700,293080,466608
2029-08-20,723354,215493,69710,10510,14489,507861,438151,413152,518371
2029-08-21,60483,251136,70225,8838,11619,-190653,-260878,-281335,-181815
2029-08-22,29430,35090,39788,4228,11282,-5660,-45448,-60958,-1432
2029-08-23,713425,376196,134388,1327,12707,337229,202841,188807,338556
2029-08-24,562225,201348,169731,6617,22776,360877,191146,161753,367494
2029-08-25,420230,102678,121594,6846,29264,317552,195958,159848,324398
2029-08-26,186558,300409,46889,7280,12015,-113851,-160740,-180035,-106571
2029-08-27,339740,295782,35669,8457,28693,43958,8289,-28861,52415
2029-08-28,736832,318828,12279,1487,8393,418004,405725,395845,419491
2029-08-29,183051,136565,70383,3226,8558,46486,-23897,-35681,49712
2029-08-30,281656,156804,21369,8042,10059,124852,103483,85382,132894
2029-08-31,85837,212393,198495,2138,20216,-126556,-325051,-347405,-124418
2029-09-01,36201,88617,15285,1958,26446,-52416,-67701,-96105,-50458
2029-09-02,193454,278612,87526,10425,29616,-85158,-172684,-212725,-74733
2029-09-03,97990,157787,82075,10933,19400,-59797,-141872,-172205,-48864
2029-09-04,73654,209588,45357,6897,24294,-135934,-181291,-212482,-129037
2029-09-05,628266,133722,26445,11493,7219,494544,468099,449387,506037
2029-09-06,643920,102209,56329,14242,19930,541711,485382,451210,555953
2029-09-07,402474,91634,157171,12180,22630,310840,153669,118859,323020
2029-09-08,174781,280798,108010,13699,3228,-106017,-214027,-230954,-92318
2029-09-09,363244,23336,147661,5688,19199,339908,192247,167360,345596
2029-09-10,53147,95772,114063,2529,4659,-42625,-156688,-163876,-40096
2029-09-11,649590,130594,68194,16489,29234,518996,450802,405079,535485
2029-09-12,85281,147947,89764,18862,24204,-62666,-152430,-195496,-43804
2029-09-13,685869,223320,185476,3051,5366,462549,277073,268656,465600
2029-09-14,770623,69770,145345,4508,27313,700853,555508,523687,705361
2029-09-15,66859,225758,169225,1358,22222,-158899,-328124,-351704,-157541
2029-09-16,371763,246622,40432,4726,14353,125141,84709,65630,129867
2029-09-17,780267,32926,87500,9106,3001,747341,659841,647734,756447
2029-09-18,284998,159532,113703,10864,29205,125466,11763,-28306,136330
2029-09-19,396680,45402,157623,18273,28471,351278,193655,146911,369551
2029-09-20,555451,372006,169446,2337,4879,183445,13999,6783,185782
2029-09-21,381523,118710,146752,6421,2511,262813,116061,107129,269234
2029-09-22,216074,126178,188095,17254,8564,89896,-98199,-124017,107150
2029-09-23,352713,52011,24637,9029,11487,300702,276065,255549,309731
2029-09-24,303478,47980,5351,18074,26622,255498,250147,205451,273572
2029-09-25,79553,398779,154752,777,3770,-319226,-473978,-478525,-318449
2029-09-26,545327,146361,177961,2183,5731,398966,221005,213091,401149
2029-09-27,797470,25050,99226,9149,27252,772420,673194,636793,781569
2029-09-28,703923,269084,161664,8894,8662,434839,273175,255619,443733
2029-09-29,643059,62054,79304,7651,19657,581005,501701,474393,588656
2029-09-30,263787,11431,137726,10630,13207,252356,114630,90793,262986
2029-10-01,636457,108329,54679,9280,599,528128,473449,463570,537408
2029-10-02,531979,244116,178745,10515,23267,287863,109118,75336,298378
2029-10-03,356575,313107,155550,4801,6423,43468,-112082,-123306,48269
2029-10-04,583121,265309,164015,19468,3239,317812,153797,131090,337280
2029-10-05,137754,338193,53340,9018,11292,-200439,-253779,-274089,-191421
2029-10-06,476909,99808,12466,16168,8700,377101,364635,339767,393269
2029-10-07,732482,158133,56831,18598,8742,574349,517518,490178,592947
2029-10-08,266713,359005,83869,4813,15616,-92292,-176161,-196590,-87479
2029-10-09,77019,355983,19666,13353,24789,-278964,-298630,-336772,-265611
2029-10-10,692749,85545,137863,1635,21553,607204,469341,446153,608839
2029-10-11,613943,231866,111592,16409,15455,382077,270485,238621,398486
2029-10-12,528540,148307,54078,7167,18713,380233,326155,300275,387400
2029-10-13,784249,44103,198414,1497,10145,740146,541732,530090,741643
2029-10-14,219606,139484,64743,4556,7840,80122,15379,2983,84678
2029-10-15,168350,213620,164301,9141,3776,-45270,-209571,-222488,-36129
2029-10-16,704017,387975,22792,19057,12813,316042,293250,261380,335099
2029-10-17,362861,179527,26201,8432,3102,183334,157133,145599,191766
2029-10-18,414130,15156,103683,9895,6729,398974,295291,278667,408869
2029-10-19,697600,196648,21096,11366,20782,500952,479856,447708,512318
2029-10-20,368160,370961,97398,14428,18115,-2801,-100199,-132742,11627
2029-10-21,534678,242479,157799,9228,27331,292199,134400,97841,301427
2029-10-22,49037,46708,178438,19527,22541,2329,-176109,-218177,21856
2029-10-23,167419,259353,188684,17731,26187,-91934,-280618,-324536,-74203
